step	line	cite	rev	method	kind	symbol	form	at	why	then
adocs/plan_todo/S020_single_check_computation.md	76	tools/datagen.cpp:201	7862f41	WALK	func	terminal_result		terminal_result		if (!is_check(game)) { return 0.5; }
adocs/plan_todo/S020_single_check_computation.md	78	src/bitboard.cpp:1433	7862f41	AUTO	func	is_check		is_check		bool is_check(const game_t* game)
adocs/plan_todo/S020_single_check_computation.md	79	src/bitboard.cpp:21	7862f41	AUTO	func	is_attacked_with_occupancy		is_attacked_with_occupancy		static inline bool is_attacked_with_occupancy(const bb_tables_t* tables,
adocs/plan_todo/S020_single_check_computation.md	82	src/bitboard.cpp:68	7862f41	AUTO	func	attackers_to		attackers_to		static inline bb_t attackers_to(const bb_tables_t* tables,
adocs/plan_todo/S020_single_check_computation.md	101	src/search.cpp:875	7862f41	WALK	func	negamax		negamax		size_t moves_count = generate_captures(game_tables(), &game->board, moves);
adocs/plan_todo/S020_single_check_computation.md	102	src/search.cpp:875	7862f41	WALK	func	negamax		negamax		size_t moves_count = generate_captures(game_tables(), &game->board, moves);
adocs/plan_todo/S020_single_check_computation.md	104	src/search.cpp:902	7862f41	WALK	func	negamax		negamax		const size_t added =
adocs/plan_todo/S020_single_check_computation.md	107	src/search.cpp:687	7862f41	WALK	func	negamax		negamax		const bool is_in_check = is_check(game);
adocs/plan_todo/S020_single_check_computation.md	113	src/search.cpp:929	7862f41	WALK	func	negamax		negamax		const bool is_check_move = is_capture ? false : is_check(game);
adocs/plan_todo/S020_single_check_computation.md	128	src/search.cpp:917	7862f41	WALK	func	negamax		negamax		if (!make_move(game, moves[i])) { continue; }
adocs/plan_todo/S020_single_check_computation.md	128	src/search.cpp:994	7862f41	WALK	func	negamax		negamax		unmake_move(game);
adocs/plan_todo/S020_single_check_computation.md	131	src/search.cpp:902	7862f41	WALK	func	negamax		negamax		const size_t added =
adocs/plan_todo/S020_single_check_computation.md	133	src/search.cpp:421-436	7862f41	WALK	func	quiescence		quiescence		if (stand_pat >= beta) { // The most common thing quiescence ever concludes, and it is worth // keeping: evalu
adocs/plan_todo/S020_single_check_computation.md	134	src/search.cpp:415	7862f41	WALK	func	quiescence		quiescence		const bool in_check = is_check(game);
adocs/plan_todo/S020_single_check_computation.md	136	src/search.cpp:446	7862f41	WALK	func	quiescence		quiescence		if (static_cast<int>(qply) >= MAX_QSEARCH_DEPTH) { return stand_pat; }
adocs/plan_todo/S020_single_check_computation.md	163	src/search.cpp:897-913	7862f41	WALK	func	negamax		negamax		if (i == moves_count) { // The captures ran out without a cutoff, so the quiets are needed after // all. This 
adocs/plan_todo/S020_single_check_computation.md	199	src/search.cpp:961	7862f41	WALK	func	negamax		negamax		!MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) {
adocs/plan_todo/S020_single_check_computation.md	206	src/search.cpp:929	7862f41	WALK	func	negamax		negamax		const bool is_check_move = is_capture ? false : is_check(game);
adocs/plan_todo/S022_delta_pruning_quiescence.md	83	src/search.cpp:469	7862f41	AUTO	func	quiescence		quiescence		if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }
adocs/plan_todo/S022_delta_pruning_quiescence.md	83	src/search.cpp:481-484	7862f41	AUTO	func	quiescence		quiescence		if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && !see_ge(&game->board, moves[i], 0)) { continu
adocs/plan_todo/S022_delta_pruning_quiescence.md	89	src/search.cpp:481	7862f41	WALK	func	quiescence		quiescence		if (!in_check && !capture_cannot_lose(&game->board, moves[i]) &&
adocs/plan_todo/S022_delta_pruning_quiescence.md	90	src/search.cpp:491	7862f41	WALK	func	quiescence		quiescence		int best_value = in_check ? MIN : stand_pat;
adocs/plan_todo/S022_delta_pruning_quiescence.md	92	src/search.cpp:469	7862f41	WALK	func	quiescence		quiescence		if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }
adocs/plan_todo/S022_delta_pruning_quiescence.md	102	src/search.cpp:446	7862f41	WALK	func	quiescence		quiescence		if (static_cast<int>(qply) >= MAX_QSEARCH_DEPTH) { return stand_pat; }
adocs/plan_todo/S022_delta_pruning_quiescence.md	102	src/search.cpp:448	7862f41	WALK	func	quiescence		quiescence		move_t moves[MAX_MOVES];
adocs/plan_todo/S022_delta_pruning_quiescence.md	109	src/search.cpp:576-578	7862f41	WALK	func	quiescence		quiescence		tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, normalize_score(best_value, ply), stored_type, best_move,
adocs/plan_todo/S022_delta_pruning_quiescence.md	110	src/search.cpp:446	7862f41	WALK	func	quiescence		quiescence		if (static_cast<int>(qply) >= MAX_QSEARCH_DEPTH) { return stand_pat; }
adocs/plan_todo/S022_delta_pruning_quiescence.md	112	src/evaluation.cpp:1111-1115	7862f41	AUTO	func	game_phase		game_phase		int game_phase(const board_t* board) { // Promotions can put more material on the board than the opening had. 
adocs/plan_todo/S022_delta_pruning_quiescence.md	114	src/search.cpp:824	7862f41	WALK	func	negamax		negamax		game_phase(&game->board) > 0) {
adocs/plan_todo/S022_delta_pruning_quiescence.md	123	src/search.cpp:481-484	7862f41	WALK	func	quiescence		quiescence		if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && !see_ge(&game->board, moves[i], 0)) { continu
adocs/plan_todo/S022_delta_pruning_quiescence.md	188	src/search.cpp:481	7862f41	WALK	func	quiescence		quiescence		if (!in_check && !capture_cannot_lose(&game->board, moves[i]) &&
adocs/plan_todo/S022_delta_pruning_quiescence.md	190	src/search.cpp:576-578	7862f41	WALK	func	quiescence		quiescence		tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, normalize_score(best_value, ply), stored_type, best_move,
adocs/plan_todo/S022_delta_pruning_quiescence.md	195	src/search.cpp:824	7862f41	WALK	func	negamax		negamax		game_phase(&game->board) > 0) {
adocs/plan_todo/S022_delta_pruning_quiescence.md	202	tests/test_search.cpp:993	7862f41	TITLE	title	a side in check may not stand pat		a side in check may not stand pat		TEST_CASE_FIXTURE(search_fixture_t, "a side in check may not stand pat")
adocs/plan_todo/S022_delta_pruning_quiescence.md	203	tests/test_search.cpp:1067	7862f41	TITLE	title	mate is recognised at depth zero		mate is recognised at depth zero		TEST_CASE_FIXTURE(search_fixture_t, "mate is recognised at depth zero")
adocs/plan_todo/S022_delta_pruning_quiescence.md	205	src/search.cpp:549	7862f41	WALK	func	quiescence		quiescence		if (in_check && legal_moves == 0) {
adocs/plan_todo/S022_delta_pruning_quiescence.md	242	src/evaluation.hpp:24-27	7862f41	PHRASE	phrase	one it would have taken, and both are true statements		one it would have taken, and both are true statements	no enclosing definition	// What is returned in that case is the guaranteed bound and not the cheap // score: cheap - LAZY_EVAL_MARGIN 
adocs/plan_todo/S024_continuation_history.md	20	src/data_structures.hpp:436	192a5a3	CHOSEN			`src/data_structures.hpp` `counter_moves`			
adocs/plan_todo/S024_continuation_history.md	21	src/search.cpp:517	192a5a3	CHOSEN			`src/search.cpp` `negamax`			
adocs/plan_todo/S024_continuation_history.md	22	src/evaluation.cpp:1152-1155	192a5a3	HAND	func	score_move		score_move	paragraph names ORDER_COUNTER	MOVE_PROMOTED(move) ? piece_values_abs[MOVE_PROMOTED(move)] : 0; if (MOVE_CAPTURE(move)) { return ORDER_CAPTUR
adocs/plan_todo/S039_lazy_margin_redecide.md	23	src/evaluation.hpp:274-282	ff3a9e0	WALK	decl	evaluate_expensive_terms		evaluate_expensive_terms		// Off the hot path by construction rather than by measurement: it goes through // the same collecting instant
adocs/plan_todo/S039_lazy_margin_redecide.md	29	src/evaluation.cpp:788-791	ff3a9e0	WALK	const	king_safety_mg		king_safety_mg		// across several parameters, exactly the way piece_value and the piece-square // tables are degenerate by fiv
adocs/plan_todo/S042_en_passant_only_when_capturable.md	5	adocs/plan.md:110	192a5a3	CHOSEN			`adocs/plan.md` "under 1 % by its own file, below every instrument here"			
adocs/plan_todo/S042_en_passant_only_when_capturable.md	14	src/bitboard.cpp:825-834	192a5a3	WALK	func	make_move_impl		make_move_impl		static_cast<index_t>((us == WHITE) ? (move.to + 8) : (move.to - 8)); const index_t new_en_passant = move.doubl
adocs/plan_todo/S055_taper_stage_two_once.md	19	src/evaluation.cpp:1008	7862f41	AUTO	func	evaluate_mobility_and_king_safety		evaluate_mobility_and_king_safety		const int mobility =
adocs/plan_todo/S055_taper_stage_two_once.md	24	src/evaluation.cpp:692-696	7862f41	WALK	func	evaluate_cheap		evaluate_cheap		// Summed into the accumulated pair before the interpolation rather than // tapered on its own. One integer di
adocs/plan_todo/S055_taper_stage_two_once.md	59	src/evaluation.cpp:697	7862f41	WALK	func	evaluate_cheap		evaluate_cheap		const int positional =
adocs/plan_todo/S055_taper_stage_two_once.md	77	tools/eval_model.hpp:973-974	7862f41	WALK	func	evaluate		evaluate		double stage_two = (mobility_mg_sum + king_safety_mg_sum) * mg_weight + (mobility_eg_sum + king_safety_eg_sum)
adocs/plan_todo/S055_taper_stage_two_once.md	105	src/evaluation.cpp:1045	7862f41	AUTO	func	evaluate_expensive		evaluate_expensive		const int bounded = std::clamp(score, -LAZY_EVAL_MARGIN, LAZY_EVAL_MARGIN);
adocs/plan_todo/S055_taper_stage_two_once.md	109	tools/eval_model.hpp:987-1007	7862f41	WALK	func	evaluate		evaluate		// Outside the clamp, and that is the whole point of where this line sits. // Passed pawns are part of evaluat
adocs/plan_todo/S055_taper_stage_two_once.md	123	src/evaluation.cpp:697-700	7862f41	AUTO	func	evaluate_cheap		evaluate_cheap		const int positional = (((board->psqt_mg + pawn_mg) * phase) + ((board->psqt_eg + pawn_eg) * (GAME_PHASE_MAX -
adocs/plan_todo/S055_taper_stage_two_once.md	123	tools/eval_model.hpp:973-974	7862f41	WALK	func	evaluate		evaluate		double stage_two = (mobility_mg_sum + king_safety_mg_sum) * mg_weight + (mobility_eg_sum + king_safety_eg_sum)
adocs/plan_todo/S055_taper_stage_two_once.md	127	src/evaluation.cpp:1008-1009	7862f41	WALK	func	evaluate_mobility_and_king_safety		evaluate_mobility_and_king_safety		const int mobility = (mobility_mg_sum * phase + mobility_eg_sum * endgame) / GAME_PHASE_MAX;
adocs/plan_todo/S055_taper_stage_two_once.md	128	src/evaluation.cpp:1010-1011	7862f41	WALK	func	evaluate_mobility_and_king_safety		evaluate_mobility_and_king_safety		const int safety = (safety_mg_sum * phase + safety_eg_sum * endgame) / GAME_PHASE_MAX;
adocs/plan_todo/S055_taper_stage_two_once.md	129	src/evaluation.hpp:307	7862f41	AUTO	define	GAME_PHASE_MAX		GAME_PHASE_MAX		#define GAME_PHASE_MAX 24
adocs/plan_todo/S055_taper_stage_two_once.md	130	src/evaluation.cpp:1111-1114	7862f41	WALK	func	game_phase		game_phase		int game_phase(const board_t* board) { // Promotions can put more material on the board than the opening had. 
adocs/plan_todo/S055_taper_stage_two_once.md	131	tests/test_eval_model.cpp:277	7862f41	TITLE	title	the model reproduces evaluate() on every phase		the model reproduces evaluate() on every phase		CHECK(std::abs(model - engine_white) <= 3.0);
adocs/plan_todo/S055_taper_stage_two_once.md	132	tests/test_eval_model.cpp:236-258	7862f41	TITLE	title	the model reproduces evaluate() on every phase		the model reproduces evaluate() on every phase		// evaluate() interpolates in integers and truncates towards zero, and it // does that four separate times, ea
adocs/plan_todo/S055_taper_stage_two_once.md	133	tests/test_eval_model.cpp:304-345	7862f41	TITLE	title	the pinned positions reach the truncation bound		the pinned positions reach the truncation bound		TEST_CASE_FIXTURE(model_fixture_t, "the pinned positions reach the truncation bound") { // As a variable becau
adocs/plan_todo/S055_taper_stage_two_once.md	134	tests/test_eval_model.cpp:309-314	7862f41	TITLE	title	the pinned positions reach the truncation bound		the pinned positions reach the truncation bound		const bool tempo_unfitted = (tempo_mg == 0) && (tempo_eg == 0); CHECK_MESSAGE(tempo_unfitted, "tempo is fitted
adocs/plan_todo/S055_taper_stage_two_once.md	135	tests/test_eval_model.cpp:335	7862f41	TITLE	title	the pinned positions reach the truncation bound		the pinned positions reach the truncation bound		CHECK_MESSAGE(difference > 2.0,
adocs/plan_todo/S055_taper_stage_two_once.md	136	tests/test_eval_model.cpp:343	7862f41	TITLE	title	the pinned positions reach the truncation bound		the pinned positions reach the truncation bound		CHECK_MESSAGE(worst > 2.8, ("worst pinned difference " +
adocs/plan_todo/S055_taper_stage_two_once.md	137	tests/test_eval_model.cpp:130-135	7862f41	AUTO	const	truncation_positions		truncation_positions		static const std::vector<std::string> truncation_positions = { "8/8/8/6k1/1p1pr3/1Pp4P/2P2KP1/1N1R4 b - - 1 44
adocs/plan_todo/S055_taper_stage_two_once.md	141	tools/eval_model.hpp:973-974	7862f41	WALK	func	evaluate		evaluate		double stage_two = (mobility_mg_sum + king_safety_mg_sum) * mg_weight + (mobility_eg_sum + king_safety_eg_sum)
adocs/plan_todo/S055_taper_stage_two_once.md	152	src/evaluation.cpp:697-700	7862f41	WALK	func	evaluate_cheap		evaluate_cheap		const int positional = (((board->psqt_mg + pawn_mg) * phase) + ((board->psqt_eg + pawn_eg) * (GAME_PHASE_MAX -
adocs/plan_todo/S055_taper_stage_two_once.md	169	src/evaluation.cpp:747	7862f41	WALK	const	mobility_mg		mobility_mg		const int mobility_mg[4] = {-1, 5, 8, 3}; // knight bishop rook queen
adocs/plan_todo/S055_taper_stage_two_once.md	169	src/evaluation.cpp:748	7862f41	WALK	const	mobility_eg		mobility_eg		const int mobility_eg[4] = {0, 5, 0, -6};
adocs/plan_todo/S055_taper_stage_two_once.md	170	src/evaluation.cpp:958-959	7862f41	WALK	func	evaluate_mobility_and_king_safety		evaluate_mobility_and_king_safety		mobility_mg_sum += mover * count * mobility_mg[type]; mobility_eg_sum += mover * count * mobility_eg[type];
adocs/plan_todo/S055_taper_stage_two_once.md	174	src/evaluation.cpp:1013-1015	7862f41	HAND	func	evaluate_mobility_and_king_safety		evaluate_mobility_and_king_safety	paragraph names evaluate_expensive_terms	if constexpr (collect) { if (mobility_out != nullptr) { *mobility_out = mobility; } if (safety_out != nullptr)
adocs/plan_todo/S055_taper_stage_two_once.md	175	src/evaluation.cpp:1066	7862f41	AUTO	func	evaluate_expensive_terms		evaluate_expensive_terms		void evaluate_expensive_terms(const board_t* board, int* mobility, int* safety)
adocs/plan_todo/S055_taper_stage_two_once.md	175	tools/eval_spread.cpp:174	7862f41	WALK	func	main		main		evaluate_expensive_terms(&game.board, &mobility, &safety);
adocs/plan_todo/S055_taper_stage_two_once.md	176	tests/test_evaluation.cpp:467-499	7862f41	TITLE	title	the unclamped terms are the engine's own		the unclamped terms are the engine's own		TEST_CASE_FIXTURE(eval_fixture_t, "the unclamped terms are the engine's own") { size_t checked = 0; size_t cla
adocs/plan_todo/S055_taper_stage_two_once.md	178	tests/test_evaluation.cpp:484-487	7862f41	TITLE	title	the unclamped terms are the engine's own		the unclamped terms are the engine's own		REQUIRE_MESSAGE( std::clamp(raw, -LAZY_EVAL_MARGIN, LAZY_EVAL_MARGIN) == applied, ("FEN: " + fen + " raw " + s
adocs/plan_todo/S055_taper_stage_two_once.md	182	src/evaluation.cpp:1045	7862f41	WALK	func	evaluate_expensive		evaluate_expensive		const int bounded = std::clamp(score, -LAZY_EVAL_MARGIN, LAZY_EVAL_MARGIN);
adocs/plan_todo/S055_taper_stage_two_once.md	183	tools/eval_model.hpp:976-977	7862f41	WALK	func	evaluate		evaluate		if (stage_two > LAZY_EVAL_MARGIN) { stage_two = LAZY_EVAL_MARGIN; } if (stage_two < -LAZY_EVAL_MARGIN) { stage
adocs/plan_todo/S055_taper_stage_two_once.md	186	src/evaluation.cpp:695-696	7862f41	AUTO	func	evaluate_cheap		evaluate_cheap		// which is what keeps test_eval_model's one-centipawn slack against the // tuner's floating-point model from 
adocs/plan_todo/S055_taper_stage_two_once.md	186	src/evaluation.cpp:719	7862f41	AUTO	func	evaluate_cheap		evaluate_cheap		// tuner's floating-point model -- test_eval_model allows two and this widens
adocs/plan_todo/S055_taper_stage_two_once.md	216	src/evaluation.cpp:1099	7862f41	AUTO	func	evaluate_lazy		evaluate_lazy		if (cheap - LAZY_EVAL_MARGIN >= beta) { return cheap - LAZY_EVAL_MARGIN; }
adocs/plan_todo/S082_datagen_qsearch_leaf_labels.md	29	src/search.cpp:349	192a5a3	WALK	func	quiescence		quiescence		: evaluate_lazy(&game->board, alpha, beta, &static_eval_is_exact);
adocs/plan_todo/S091_see_pruning_main_search.md	5	src/search.cpp:481-482	7862f41	WALK	func	quiescence		quiescence		if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && !see_ge(&game->board, moves[i], 0)) {
adocs/plan_todo/S091_see_pruning_main_search.md	98	src/bitboard.cpp:1271	7862f41	AUTO	func	see		see		int see(const board_t* board, move_t move)
adocs/plan_todo/S091_see_pruning_main_search.md	99	src/bitboard.cpp:1185	7862f41	AUTO	func	see_ge		see_ge		bool see_ge(const board_t* board, move_t move, int threshold)
adocs/plan_todo/S091_see_pruning_main_search.md	100	src/bitboard.cpp:1196-1201	7862f41	AUTO	func	see_ge		see_ge		if (MOVE_EN_PASSANT(move)) { const index_t victim = static_cast<index_t>( (board->active_color == WHITE) ? (to
adocs/plan_todo/S091_see_pruning_main_search.md	101	src/bitboard.cpp:1209-1212	7862f41	WALK	func	see_ge		see_ge		if (MOVE_PROMOTED(move)) { gain += see_value[MOVE_PROMOTED(move)] - see_value[0]; on_square = MOVE_PROMOTED(mo
adocs/plan_todo/S091_see_pruning_main_search.md	102	src/bitboard.cpp:1160	7862f41	AUTO	func	capture_cannot_lose		capture_cannot_lose		bool capture_cannot_lose(const board_t* board, move_t move)
adocs/plan_todo/S091_see_pruning_main_search.md	104	src/bitboard.cpp:1096	7862f41	CHOSEN			`src/bitboard.cpp` `see_value`			
adocs/plan_todo/S091_see_pruning_main_search.md	106	tests/test_search.cpp:3183	7862f41	TITLE	title	search: static exchange evaluation		search: static exchange evaluation		TEST_SUITE("search: static exchange evaluation")
adocs/plan_todo/S091_see_pruning_main_search.md	107	tests/test_search.cpp:3275	7862f41	TITLE	title	search: see_ge agrees with see		search: see_ge agrees with see		TEST_SUITE("search: see_ge agrees with see")
adocs/plan_todo/S091_see_pruning_main_search.md	114	src/search.cpp:481-484	7862f41	WALK	func	quiescence		quiescence		if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && !see_ge(&game->board, moves[i], 0)) { continu
adocs/plan_todo/S091_see_pruning_main_search.md	116	src/search.cpp:205	7862f41	WALK	func	static_assert		static_assert		static_assert(TT_DEPTH_QS < 0,
adocs/plan_todo/S091_see_pruning_main_search.md	119	src/search.cpp:896	7862f41	WALK	func	negamax		negamax		for (size_t i = 0;; ++i) {
adocs/plan_todo/S091_see_pruning_main_search.md	119	src/search.cpp:875	7862f41	WALK	func	negamax		negamax		size_t moves_count = generate_captures(game_tables(), &game->board, moves);
adocs/plan_todo/S091_see_pruning_main_search.md	120	src/search.cpp:915	7862f41	HAND	func	negamax		negamax	paragraph names pick_next_move	pick_next_move(moves, scores, moves_count, i);
adocs/plan_todo/S091_see_pruning_main_search.md	120	src/search.cpp:917	7862f41	HAND	func	negamax		negamax	paragraph names pick_next_move	if (!make_move(game, moves[i])) { continue; }
adocs/plan_todo/S091_see_pruning_main_search.md	121	src/search.cpp:919	7862f41	HAND	func	negamax		negamax	paragraph names pick_next_move	const bool is_capture = MOVE_CAPTURE(moves[i]);
adocs/plan_todo/S091_see_pruning_main_search.md	122	src/search.cpp:915	7862f41	WALK	func	negamax		negamax		pick_next_move(moves, scores, moves_count, i);
adocs/plan_todo/S091_see_pruning_main_search.md	123	src/search.cpp:917	7862f41	WALK	func	negamax		negamax		if (!make_move(game, moves[i])) { continue; }
adocs/plan_todo/S091_see_pruning_main_search.md	124	src/search.cpp:687	7862f41	WALK	func	negamax		negamax		const bool is_in_check = is_check(game);
adocs/plan_todo/S091_see_pruning_main_search.md	125	evaluation.cpp:1145	7862f41	WALK	func	score_move		score_move		if (tt_move != 0 && move == tt_move) { return ORDER_TT_MOVE; }
adocs/plan_todo/S091_see_pruning_main_search.md	126	src/search.cpp:1065-1067	7862f41	WALK	func	negamax		negamax		if (legal_moves_counter == 0) { return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; }
adocs/plan_todo/S091_see_pruning_main_search.md	128	src/search.cpp:765-766	7862f41	WALK	func	negamax		negamax		if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY && depth <= RFP_MAX_DEPTH && beta < MATE_MI
adocs/plan_todo/S091_see_pruning_main_search.md	129	src/search.cpp:958-966	7862f41	WALK	func	negamax		negamax		int reduction = 0; if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && !MOVE_PROMOTED(moves
adocs/plan_todo/S091_see_pruning_main_search.md	131	src/search.cpp:960-961	7862f41	WALK	func	negamax		negamax		if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && !MOVE_PROMOTED(moves[i]) && !is_in_chec
adocs/plan_todo/S091_see_pruning_main_search.md	132	src/search.cpp:962	7862f41	WALK	func	negamax		negamax		reduction = lmr_reduction(depth, static_cast<int>(legal_moves_counter));
adocs/plan_todo/S091_see_pruning_main_search.md	134	src/search.cpp:964	7862f41	WALK	func	negamax		negamax		if (reduction > child_depth - 1) { reduction = child_depth - 1; }
adocs/plan_todo/S091_see_pruning_main_search.md	135	src/search.cpp:929	7862f41	WALK	func	negamax		negamax		const bool is_check_move = is_capture ? false : is_check(game);
adocs/plan_todo/S091_see_pruning_main_search.md	172	tests/test_search.cpp:2808	7862f41	TITLE	title	pruning does not hide a forced mate		pruning does not hide a forced mate		TEST_CASE_FIXTURE(search_fixture_t, "pruning does not hide a forced mate")
adocs/plan_todo/S091_see_pruning_main_search.md	179	src/search.cpp:1065-1067	7862f41	WALK	func	negamax		negamax		if (legal_moves_counter == 0) { return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; }
adocs/plan_todo/S091_see_pruning_main_search.md	193	src/bitboard.cpp:1096	7862f41	CHOSEN			`src/bitboard.cpp` `see_value`			
adocs/plan_todo/S091_see_pruning_main_search.md	209	src/bitboard.cpp:1342-1348	7862f41	WALK	func	see		see		// No speculative cutoff here. The usual one - stop once both the standing // score and the next are negative 
adocs/plan_todo/S091_see_pruning_main_search.md	210	tests/test_search.cpp:3275	7862f41	TITLE	title	search: see_ge agrees with see		search: see_ge agrees with see		TEST_SUITE("search: see_ge agrees with see")
adocs/plan_todo/S091_see_pruning_main_search.md	215	tests/test_search.cpp:3275	7862f41	TITLE	title	search: see_ge agrees with see		search: see_ge agrees with see		TEST_SUITE("search: see_ge agrees with see")
adocs/plan_todo/S091_see_pruning_main_search.md	222	evaluation.cpp:41	7862f41	AUTO	const	piece_values_abs		piece_values_abs		static constexpr int piece_values_abs[] = {
adocs/plan_todo/S091_see_pruning_main_search.md	226	evaluation.cpp:1125-1134	7862f41	WALK	func	capture_score		capture_score		int capture_score(const board_t* board, move_t move) { // An en-passant victim does not sit on the target squa
adocs/plan_todo/S091_see_pruning_main_search.md	259	src/search.cpp:481	7862f41	WALK	func	quiescence		quiescence		if (!in_check && !capture_cannot_lose(&game->board, moves[i]) &&
adocs/plan_todo/S095_internal_iterative_reduction.md	82	src/search.cpp:663	70b9b10	WALK	func	negamax		negamax		const tt_entry_t* tt_entry = tt_get_entry(state->tt, &game->board);
adocs/plan_todo/S095_internal_iterative_reduction.md	83	transposition_table.cpp:96-103	70b9b10	WALK	func	tt_get_entry		tt_get_entry		if (tt->entries == nullptr) { return nullptr; } const uint64_t hash = board->hash; const tt_entry_t* res = &tt
adocs/plan_todo/S095_internal_iterative_reduction.md	83	src/search.cpp:667	70b9b10	WALK	func	negamax		negamax		const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0;
adocs/plan_todo/S095_internal_iterative_reduction.md	89	src/search.cpp:1069	70b9b10	WALK	func	negamax		negamax		assert(best_move != 0);
